Price,Close,High,Low,Open,Volume
Ticker,VFINX,VFINX,VFINX,VFINX,VFINX
Date,,,,,
1985-01-01,8.21340560913086,8.21340560913086,7.47419934302646,7.552421805994527,0
1985-02-01,8.326827049255371,8.408960726179286,8.166469437467107,8.166469437467107,0
1985-03-01,8.327265739440918,8.49294324511423,8.197090610154184,8.49294324511423,0
1985-04-01,8.303597450256348,8.4653301728677,8.212869484380166,8.358823790157146,0
1985-05-01,8.804574012756348,8.804574012756348,8.240481553198476,8.240481553198476,0
1985-06-01,8.930994033813477,8.978711167514833,8.692410640621032,8.875324676526988,0
1985-07-01,8.911111831665039,9.121861292696506,8.847489495964608,8.96280545344543,0
1985-08-01,8.85146427154541,8.966779448242802,8.712290154755108,8.966779448242802,0
1985-09-01,8.573454856872559,8.914307999291198,8.573454856872559,8.894258129382722,0
1985-10-01,8.950397491455078,8.96242787112198,8.569444646911043,8.717815505202337,0
1985-11-01,9.571962356567383,9.588002113045203,9.022586738613741,9.030606999279728,0
1985-12-01,9.360146522521973,10.19478381151897,9.286861213808722,9.64107328040352,0
1986-01-01,9.40085506439209,9.478211819308896,9.026286536054522,9.282784187068685,0
1986-02-01,10.113347053527832,10.113347053527832,9.461923581539873,9.498566205227496,0
1986-03-01,10.667570114135742,10.667570114135742,10.073104913056483,10.118202499639072,0
1986-04-01,10.524081230163574,10.93405712415987,10.212499456890354,10.499482895474546,0
1986-05-01,11.098048210144043,11.122646546794146,10.433887646822111,10.511782509875273,0
1986-06-01,11.283185005187988,11.283185005187988,10.841597424909443,11.072708527388215,0
1986-07-01,10.635250091552734,11.36985357794024,10.5114399579917,11.33683769975609,0
1986-08-01,11.427632331848145,11.444139877904082,10.581599146353541,10.581599146353541,0
1986-09-01,10.478900909423828,11.555471950280287,10.478900909423828,11.310229849525058,0
1986-10-01,11.069136619567871,11.069136619567871,10.582809503625532,10.582809503625532,0
1986-11-01,11.35179615020752,11.35179615020752,10.782336285510254,11.156434139944894,0
1986-12-01,10.230380058288574,11.739434822910189,10.230380058288574,11.507596313076142,0
1987-01-01,11.587679862976074,11.642478363220043,10.41584435028369,10.41584435028369,0
1987-02-01,12.047136306762695,12.101933983939068,11.655119495296914,11.688841328326662,0
1987-03-01,12.390473365783691,12.882360687872163,12.076683233333718,12.076683233333718,0
1987-04-01,12.26750373840332,12.831478120153367,11.868905053854053,12.420158725846413,0
1987-05-01,12.394721031188965,12.581299339729064,11.873150677673214,12.254787501982442,0
1987-06-01,13.017291069030762,13.3286480932451,12.398841472097741,12.458553555230322,0
1987-07-01,13.65707015991211,13.65707015991211,12.97037774958326,12.97037774958326,0
1987-08-01,14.181680679321289,14.471712173752687,13.563231121282806,13.61441348468908,0
1987-09-01,13.857932090759277,13.995181668334459,13.437604236845269,13.982313395587768,0
1987-10-01,10.847013473510742,14.132427413569387,9.684679894730007,14.098114210408411,0
1987-11-01,9.959181785583496,11.022867659627524,9.959181785583496,11.022867659627524,0
1987-12-01,10.710610389709473,11.11035734825628,9.81552511489542,10.171821154930269,0
1988-01-01,11.158637046813965,11.320610570120943,10.528254800793947,11.176148059050837,0
1988-02-01,11.670822143554688,11.670822143554688,10.839068289556034,11.075461103442768,0
1988-03-01,11.316509246826172,11.920468230825625,11.281241624166482,11.735313001650638,0
1988-04-01,11.431126594543457,11.876380753470775,11.19747812277578,11.19747812277578,0
1988-05-01,11.52370834350586,11.52370834350586,11.01673586804613,11.444355969098032,0
1988-06-01,12.049654006958008,12.213866977775275,11.743419464901663,11.805554537205262,0
1988-07-01,12.005263328552246,12.160599626635426,11.583637201200442,11.974196238238555,0
1988-08-01,11.596952438354492,12.058523105808808,11.383920213305492,12.01414118062823,0
1988-09-01,12.090705871582031,12.12198250639074,11.536660313218727,11.536660313218727,0
1988-10-01,12.421335220336914,12.622400345490828,12.04154686517186,12.072823473034992,0
1988-11-01,12.238147735595703,12.4392129397105,11.791336928428585,12.430276519033402,0
1988-12-01,12.453413009643555,12.810795159626535,12.453413009643555,12.50381341496511,0
1989-01-01,13.365198135375977,13.365198135375977,12.320540581515523,12.320540581515523,0
1989-02-01,13.03530502319336,13.48890602998938,12.952831953973247,13.351450623317655,0
1989-03-01,13.330342292785645,13.692126434205209,13.1169830269811,13.1169830269811,0
1989-04-01,14.021449089050293,14.021449089050293,13.362816635272553,13.404561014254588,0
1989-05-01,14.587312698364258,14.642971264354994,13.859105901790311,14.002892447399786,0
1989-06-01,14.501175880432129,15.060887107020505,14.501175880432129,14.739053107250365,0
1989-07-01,15.807158470153809,15.807158470153809,14.561802463030583,14.561802463030583,0
1989-08-01,16.101016998291016,16.129003183646414,15.601941591394366,15.70455404581812,0
1989-09-01,16.036943435668945,16.299535510842595,15.825930668994152,16.299535510842595,0
1989-10-01,15.6618070602417,16.533989982857264,15.352322335759029,16.116654710773325,0
1989-11-01,15.980669975280762,15.980669975280762,15.319496208336458,15.699319093624352,0
1989-12-01,16.363689422607422,16.918225578749844,16.237217012941514,16.796616707469344,0
1990-01-01,15.264338493347168,16.655544602000692,14.982206071475284,16.655544602000692,0
1990-02-01,15.458911895751953,15.575656239255867,15.089221010755445,15.254609062669713,0
1990-03-01,15.862142562866211,16.131573261443698,15.607407506605659,15.607407506605659,0
1990-04-01,15.465343475341797,16.102180184659847,15.382064742489886,15.808256124581854,0
1990-05-01,16.9643611907959,16.9643611907959,15.538824970438574,15.538824970438574,0
1990-06-01,16.8531551361084,17.35549953530125,16.656156669426906,17.148650957414024,0
1990-07-01,16.794055938720703,17.38012539509788,16.656158127204556,16.92210551688579,0
1990-08-01,15.277164459228516,16.76449659911744,14.52857333644707,16.76449659911744,0
1990-09-01,14.52791690826416,15.459448272155933,14.29007947517424,15.39998844134248,0
1990-10-01,14.468461990356445,14.9738664380039,14.042335763731568,14.959002185035633,0
1990-11-01,15.399999618530273,15.399999618530273,14.587387326478368,14.612161722667215,0
1990-12-01,15.815572738647461,16.22058158573785,15.724445723911751,15.835823615528712,0
1991-01-01,16.504074096679688,16.504074096679688,14.934668976703898,15.638370019491013,0
1991-02-01,17.67860984802246,17.769736862185866,16.463586211226875,16.463586211226875,0
1991-03-01,18.103500366210938,18.28193649302865,17.79761264136161,17.96585225137945,0
1991-04-01,18.139192581176758,18.858030620957713,17.91997229044759,17.91997229044759,0
1991-05-01,18.914104461669922,18.914104461669922,17.858789311432368,18.378799985355997,0
1991-06-01,18.052440643310547,19.01065935348771,18.052440643310547,19.01065935348771,0
1991-07-01,18.8876895904541,18.8876895904541,18.16518174998954,18.38039593643126,0
1991-08-01,19.328357696533203,19.384723843800053,18.390634238652666,18.85693333688594,0
1991-09-01,19.005800247192383,19.26841000784084,18.861622493446138,19.26841000784084,0
1991-10-01,19.25810432434082,19.278699733673193,18.475421805774516,19.06758156489551,0
1991-11-01,18.4857234954834,19.546462872947885,18.485723495483395,19.20146564823537,0
1991-12-01,20.591796875,20.591796875,18.926014171896124,19.11983107810755,0
1992-01-01,20.209394454956055,20.790844999861374,20.209394454956055,20.602267578902268,0
1992-02-01,20.460832595825195,20.659886869140582,20.188440329005402,20.25129946803889,0
1992-03-01,20.06690788269043,20.604273467994975,20.03003002965218,20.57793243149512,0
1992-04-01,20.651689529418945,20.70437160596923,19.619105555371096,20.093250273400873,0
1992-05-01,20.75177764892578,20.867680580768003,20.456754927424225,20.530510607799613,0
1992-06-01,20.44226837158203,20.972135333774013,20.17733489048604,20.972135333774013,0
1992-07-01,21.268857955932617,21.268857955932617,20.500550513683223,20.67540756840729,0
1992-08-01,20.829071044921875,21.321847482255375,20.654213976901964,21.321847482255375,0
